Provincia,Localidad,Cantidad,Latitud,Longitud,direccion_completa
Provincia de Buenos Aires,LAS FLORES,9,-36.0142754,-59.0998685,"Provincia de Buenos Aires, LAS FLORES"
Provincia de Buenos Aires,VILLA ELISA,9,-34.8510614,-58.0873132,"Provincia de Buenos Aires, VILLA ELISA"
Córdoba,COSQUIN,9,-31.2436548,-64.4657395,"Córdoba, COSQUIN"
Corrientes,ALVEAR,9,-29.0989143,-56.5534621,"Corrientes, ALVEAR"
Provincia de Buenos Aires,CRUCESITA,9,-34.6681825,-58.3613141,"Provincia de Buenos Aires, CRUCESITA"
Provincia de Buenos Aires,CORONEL SUAREZ,9,-37.4585755,-61.9329038,"Provincia de Buenos Aires, CORONEL SUAREZ"
Provincia de Buenos Aires,CIUDAD EVITA,9,-34.7176772,-58.5295556,"Provincia de Buenos Aires, CIUDAD EVITA"
Provincia de Buenos Aires,CHACABUCO,9,-34.6297043,-60.4701850,"Provincia de Buenos Aires, CHACABUCO"
Provincia de Buenos Aires,CAÑUELAS,9,-35.0592386,-58.7544268,"Provincia de Buenos Aires, CAÑUELAS"
Provincia de Buenos Aires,SAN NICOLAS,9,-33.3277089,-60.2165909,"Provincia de Buenos Aires, SAN NICOLAS"
Provincia de Buenos Aires,MARCOS PAZ,9,-34.7865089,-58.8296815,"Provincia de Buenos Aires, MARCOS PAZ"
Neuquén,ZAPALA,9,-38.9006215,-70.0668573,"Neuquén, ZAPALA"
Provincia de Buenos Aires,ARRECIFES,9,-34.0674983,-60.1087380,"Provincia de Buenos Aires, ARRECIFES"
Provincia de Buenos Aires,PILAR,9,-34.4570918,-58.9141609,"Provincia de Buenos Aires, PILAR"
Provincia de Buenos Aires,MAR DE AJO,9,-36.7212921,-56.6776091,"Provincia de Buenos Aires, MAR DE AJO"
Provincia de Buenos Aires,BRAGADO,9,-35.1155766,-60.4897710,"Provincia de Buenos Aires, BRAGADO"
Corrientes,ITUZAINGO,8,-27.5896182,-56.6893413,"Corrientes, ITUZAINGO"
Provincia de Buenos Aires,LA UNION,8,-34.5654921,-58.7971929,"Provincia de Buenos Aires, LA UNION"
Mendoza,CAPITAL,8,-24.7943263,-65.4169581,"Mendoza, CAPITAL"
Provincia de Buenos Aires,GARIN,8,-34.6071666,-58.7795236,"Provincia de Buenos Aires, GARIN"
Córdoba,VILLA CURA BROCHERO,8,-31.7059759,-65.0185177,"Córdoba, VILLA CURA BROCHERO"
San Juan,capital,8,-31.5370909,-68.5251802,"San Juan, capital"
Provincia de Buenos Aires,JOSE MARMOL,8,-34.7866092,-58.3695790,"Provincia de Buenos Aires, JOSE MARMOL"
Córdoba,ARROYITO,8,-31.4192409,-63.0509405,"Córdoba, ARROYITO"
Provincia de Buenos Aires,VILLA RAMALLO,8,-33.4984846,-60.0647854,"Provincia de Buenos Aires, VILLA RAMALLO"
Santa Fe,CASILDA,8,-33.0443368,-61.1641779,"Santa Fe, CASILDA"
Córdoba,SANTA ROSA DE CALAMUCHITA,8,-32.0644855,-64.5396135,"Córdoba, SANTA ROSA DE CALAMUCHITA"
Provincia de Buenos Aires,GRAL DANIEL CERRI,8,,,"Provincia de Buenos Aires, GRAL DANIEL CERRI"
Córdoba,MENDIOLAZA,8,-31.2702627,-64.3017554,"Córdoba, MENDIOLAZA"
Provincia de Buenos Aires,necochea,8,-38.5545494,-58.7392624,"Provincia de Buenos Aires, necochea"
Santa Fe,RUFINO,8,-34.2617313,-62.7110819,"Santa Fe, RUFINO"
Provincia de Buenos Aires,EZPELETA ESTE,8,-34.7491933,-58.2325327,"Provincia de Buenos Aires, EZPELETA ESTE"
Provincia de Buenos Aires,EZPELETA,8,-34.7522785,-58.2453952,"Provincia de Buenos Aires, EZPELETA"
Córdoba,LA CALERA,8,-31.3491546,-64.3387509,"Córdoba, LA CALERA"
Provincia de Buenos Aires,LUIS GUILLON,8,-34.8035282,-58.4498911,"Provincia de Buenos Aires, LUIS GUILLON"
Provincia de Buenos Aires,SANTA TERESITA,8,-36.5431401,-56.7043746,"Provincia de Buenos Aires, SANTA TERESITA"
Mendoza,San Rafael,8,-34.6126025,-68.3305140,"Mendoza, San Rafael"
Chubut,SARMIENTO,8,-45.5867861,-69.0687743,"Chubut, SARMIENTO"
Chubut,Lago Puelo,8,-42.1606250,-71.6401665,"Chubut, Lago Puelo"
Provincia de Buenos Aires,LOBOS,8,-35.1856322,-59.0978393,"Provincia de Buenos Aires, LOBOS"
Provincia de Buenos Aires,ENSENADA,8,-34.8574895,-57.9077170,"Provincia de Buenos Aires, ENSENADA"
Provincia de Buenos Aires,TOLOSA,8,-34.8983953,-57.9714229,"Provincia de Buenos Aires, TOLOSA"
Tucumán,YERBA BUENA,8,-26.8121581,-65.2981714,"Tucumán, YERBA BUENA"
Entre Ríos,Chajari,8,-30.7603828,-57.9852672,"Entre Ríos, Chajari"
Provincia de Buenos Aires,DON TORCUATO,8,-34.4886587,-58.6266492,"Provincia de Buenos Aires, DON TORCUATO"
Provincia de Buenos Aires,VILLA CENTENARIO,8,-34.7262416,-58.4286684,"Provincia de Buenos Aires, VILLA CENTENARIO"
Provincia de Buenos Aires,EL TALAR,8,-34.4703000,-58.6541605,"Provincia de Buenos Aires, EL TALAR"
Santa Cruz,PUERTO SAN JULIAN,7,-49.3069531,-67.7297851,"Santa Cruz, PUERTO SAN JULIAN"
Provincia de Buenos Aires,LOS POLVORINES,7,-34.5106413,-58.6990720,"Provincia de Buenos Aires, LOS POLVORINES"
Provincia de Buenos Aires,MAIPU,7,-33.8100233,-59.5040171,"Provincia de Buenos Aires, MAIPU"
Provincia de Buenos Aires,RAMALLO,7,-33.4849394,-60.0044551,"Provincia de Buenos Aires, RAMALLO"
Provincia de Buenos Aires,RANELAGH,7,-34.7893823,-58.2031834,"Provincia de Buenos Aires, RANELAGH"
Provincia de Buenos Aires,Manuel B Gonnet,7,-34.8799401,-58.0105360,"Provincia de Buenos Aires, Manuel B Gonnet"
Neuquén,SAN MARTIN DE LOS ANDES,7,-40.1568791,-71.3525588,"Neuquén, SAN MARTIN DE LOS ANDES"
San Luis,JUANA KOSLAY,7,-33.2784552,-66.2438437,"San Luis, JUANA KOSLAY"
Provincia de Buenos Aires,COLON,7,-34.1143871,-59.0190645,"Provincia de Buenos Aires, COLON"
Provincia de Buenos Aires,BARADERO,7,-33.8120471,-59.5051759,"Provincia de Buenos Aires, BARADERO"
Provincia de Buenos Aires,Villa Elisa,7,-34.8510614,-58.0873132,"Provincia de Buenos Aires, Villa Elisa"
Provincia de Buenos Aires,BRANDSEN,7,-35.1679404,-58.2373799,"Provincia de Buenos Aires, BRANDSEN"
Provincia de Buenos Aires,VILLA SARMIENTO,7,-34.6351149,-58.5735769,"Provincia de Buenos Aires, VILLA SARMIENTO"
Provincia de Buenos Aires,SAN FRANCISCO SOLANO,7,-34.7779347,-58.3078958,"Provincia de Buenos Aires, SAN FRANCISCO SOLANO"
Provincia de Buenos Aires,VILLA SAENZ PEÑA,7,-37.2973744,-59.1509426,"Provincia de Buenos Aires, VILLA SAENZ PEÑA"
Provincia de Buenos Aires,SAN ANTONIO DE ARECO,7,-34.2437294,-59.4734187,"Provincia de Buenos Aires, SAN ANTONIO DE ARECO"
Mendoza,VISTALBA,7,-33.0268948,-68.9077783,"Mendoza, VISTALBA"
Provincia de Buenos Aires,Pehuajo,7,-35.8104933,-61.8990550,"Provincia de Buenos Aires, Pehuajo"
Provincia de Buenos Aires,DAIREAUX,7,-36.6034232,-61.7477079,"Provincia de Buenos Aires, DAIREAUX"
Provincia de Buenos Aires,SAN MIGUEL DEL MONTE,7,-35.4410152,-58.8035154,"Provincia de Buenos Aires, SAN MIGUEL DEL MONTE"
Provincia de Buenos Aires,DEL VISO,7,-34.4534551,-58.7965583,"Provincia de Buenos Aires, DEL VISO"
Provincia de Buenos Aires,DON BOSCO,7,-34.7016288,-58.2963986,"Provincia de Buenos Aires, DON BOSCO"
Santa Cruz,Rio Gallegos,7,-51.6268852,-69.1058040,"Santa Cruz, Rio Gallegos"
Provincia de Buenos Aires,VICTORIA,7,-34.4541012,-58.5407091,"Provincia de Buenos Aires, VICTORIA"
Neuquén,PLAZA HUINCUL,7,-38.9304191,-69.2002460,"Neuquén, PLAZA HUINCUL"
Provincia de Buenos Aires,GENERAL LAMADRID,7,-34.5114187,-58.5418915,"Provincia de Buenos Aires, GENERAL LAMADRID"
Provincia de Buenos Aires,GENERAL LAS HERAS,7,-34.9268133,-58.9473190,"Provincia de Buenos Aires, GENERAL LAS HERAS"
San Juan,rivadavia,7,-31.5465955,-68.6505443,"San Juan, rivadavia"
Provincia de Buenos Aires,TURDERA,7,-34.7908856,-58.4050819,"Provincia de Buenos Aires, TURDERA"
Provincia de Buenos Aires,FRANCISCO ALVAREZ,7,-34.6322374,-58.8552824,"Provincia de Buenos Aires, FRANCISCO ALVAREZ"
Provincia de Buenos Aires,ROQUE PEREZ,7,-35.3964431,-59.3312128,"Provincia de Buenos Aires, ROQUE PEREZ"
Santa Fe,GALVEZ,7,-32.0253403,-61.2196794,"Santa Fe, GALVEZ"
Santa Fe,CAPITAN BERMUDEZ,7,-32.8166653,-60.7166716,"Santa Fe, CAPITAN BERMUDEZ"
Corrientes,MERCEDES,7,-29.1835645,-58.0799951,"Corrientes, MERCEDES"
Córdoba,COLONIA CAROYA,7,-31.0220578,-64.0617445,"Córdoba, COLONIA CAROYA"
Córdoba,SAN ANTONIO DE ARREDONDO,7,-31.4743843,-64.5308173,"Córdoba, SAN ANTONIO DE ARREDONDO"
Chaco,VILLA ANGELA,7,-27.5768225,-60.7112067,"Chaco, VILLA ANGELA"
Santa Fe,PILAR,7,-31.4400806,-61.2598298,"Santa Fe, PILAR"
Córdoba,LABOULAYE,7,-34.1286369,-63.3905826,"Córdoba, LABOULAYE"
Santa Fe,CAÑADA DE GOMEZ,7,-32.8234448,-61.3905125,"Santa Fe, CAÑADA DE GOMEZ"
Santa Fe,GRANADERO BAIGORRIA,7,-32.8547765,-60.7074143,"Santa Fe, GRANADERO BAIGORRIA"
Mendoza,PALMIRA,6,-33.0502740,-68.5611335,"Mendoza, PALMIRA"
Provincia de Buenos Aires,VIRREY DEL PINO,6,-34.8588622,-58.6643444,"Provincia de Buenos Aires, VIRREY DEL PINO"
Provincia de Buenos Aires,MALVINAS ARGENTINAS,6,-34.8187342,-58.4240051,"Provincia de Buenos Aires, MALVINAS ARGENTINAS"
Santa Fe,Venado Tuerto,6,-33.7455871,-61.9686068,"Santa Fe, Venado Tuerto"
Mendoza,RIVADAVIA,6,-33.1959388,-68.4662317,"Mendoza, RIVADAVIA"
Entre Ríos,CONCEPCION DEL URUGU,6,,,"Entre Ríos, CONCEPCION DEL URUGU"
Provincia de Buenos Aires,NUEVE DE JULIO,6,-35.4444766,-60.8841726,"Provincia de Buenos Aires, NUEVE DE JULIO"
Córdoba,VILLA GENERAL BELGRANO,6,-31.9764896,-64.5590227,"Córdoba, VILLA GENERAL BELGRANO"
Provincia de Buenos Aires,CANNING,6,-34.8631754,-58.5009786,"Provincia de Buenos Aires, CANNING"
Mendoza,GENERAL GUTIERREZ,6,-32.9614425,-68.7832296,"Mendoza, GENERAL GUTIERREZ"
Santa Fe,VILLA CONSTITUCION,6,-33.2272060,-60.3298225,"Santa Fe, VILLA CONSTITUCION"
Mendoza,GENERAL SAN MARTIN,6,-22.0452102,-63.6864758,"Mendoza, GENERAL SAN MARTIN"
Córdoba,VILLA DE LAS ROSAS,6,-31.9471009,-65.0520865,"Córdoba, VILLA DE LAS ROSAS"
Provincia de Buenos Aires,LOS TOLDOS,6,-35.0002026,-61.0384006,"Provincia de Buenos Aires, LOS TOLDOS"
Mendoza,MAYOR DRUMMOND,6,-33.0179824,-68.8736166,"Mendoza, MAYOR DRUMMOND"
Provincia de Buenos Aires,ROJAS,6,-34.1977548,-60.7336808,"Provincia de Buenos Aires, ROJAS"
Tierra del Fuego A. e I.A.S.,TOLHUIN,6,-53.7867296,-67.7121204,"Tierra del Fuego A. e I.A.S., TOLHUIN"
Provincia de Buenos Aires,LOS HORNOS,6,-34.9544461,-57.9656981,"Provincia de Buenos Aires, LOS HORNOS"
Santa Fe,VILLA CAÑAS,6,-34.0042781,-61.6054955,"Santa Fe, VILLA CAÑAS"
Neuquén,NEUQUEN CAPITAL,6,-34.6159961,-58.4477218,"Neuquén, NEUQUEN CAPITAL"
Entre Ríos,NOGOYA,6,-32.3985574,-59.7877770,"Entre Ríos, NOGOYA"
La Rioja,CAPITAL,6,-24.7976891,-65.4250665,"La Rioja, CAPITAL"
Santa Cruz,PUERTO SANTA CRUZ,6,-50.0199667,-68.5200723,"Santa Cruz, PUERTO SANTA CRUZ"
Provincia de Buenos Aires,TRENQUE LAUQUEN,6,-35.9731074,-62.7328794,"Provincia de Buenos Aires, TRENQUE LAUQUEN"
Provincia de Buenos Aires,MONTE CHINGOLO,6,-34.7304997,-58.3562051,"Provincia de Buenos Aires, MONTE CHINGOLO"
Provincia de Buenos Aires,SAN CLEMENTE DEL TUYU,6,-36.3560513,-56.7194301,"Provincia de Buenos Aires, SAN CLEMENTE DEL TUYU"
San Juan,san juan,6,-31.5370909,-68.5251802,"San Juan, san juan"
Provincia de Buenos Aires,INGENIERO BUDGE,6,-34.7122459,-58.4587643,"Provincia de Buenos Aires, INGENIERO BUDGE"
Misiones,LEANDRO N ALEM,6,-27.6036360,-55.3235338,"Misiones, LEANDRO N ALEM"
Córdoba,ALMAFUERTE,6,-32.1917687,-64.2550660,"Córdoba, ALMAFUERTE"
Provincia de Buenos Aires,INGENIERO MASCHWITZ,6,-34.3829548,-58.7363667,"Provincia de Buenos Aires, INGENIERO MASCHWITZ"
Provincia de Buenos Aires,INGENIERO WHITE,6,-38.7799425,-62.2700408,"Provincia de Buenos Aires, INGENIERO WHITE"
Santa Fe,SAN JORGE,6,-31.8962813,-61.8597235,"Santa Fe, SAN JORGE"
Provincia de Buenos Aires,GENERAL MADARIAGA,6,-36.9952343,-57.1369265,"Provincia de Buenos Aires, GENERAL MADARIAGA"
Mendoza,CARRODILLA,6,-32.9700099,-68.8497277,"Mendoza, CARRODILLA"
Provincia de Buenos Aires,JOSE LEON SUAREZ,6,-34.5344880,-58.5762177,"Provincia de Buenos Aires, JOSE LEON SUAREZ"
Santa Cruz,PICO TRUNCADO,6,-46.7991931,-67.9576527,"Santa Cruz, PICO TRUNCADO"
Santa Fe,RECONQUISTA,6,-29.1443478,-59.6437728,"Santa Fe, RECONQUISTA"
Córdoba,villa del rosario,6,-31.5540883,-63.5352431,"Córdoba, villa del rosario"
Mendoza,TUNUYAN,6,-33.5812925,-69.0154258,"Mendoza, TUNUYAN"
Corrientes,MONTE CASEROS,6,-30.2496832,-57.6294418,"Corrientes, MONTE CASEROS"
Santa Cruz,LAS HERAS,6,-46.5412317,-68.9321375,"Santa Cruz, LAS HERAS"
Provincia de Buenos Aires,EL JAGUEL,6,-34.8373489,-58.4911377,"Provincia de Buenos Aires, EL JAGUEL"
Misiones,SAN JAVIER,6,-27.8738956,-55.1347737,"Misiones, SAN JAVIER"
Catamarca,CATAMARCA SAN FERNANDO DEL VALLE DE,6,-28.4688806,-65.7790642,"Catamarca, CATAMARCA SAN FERNANDO DEL VALLE DE"
Provincia de Buenos Aires,TABLADA,6,-34.6171727,-58.7988577,"Provincia de Buenos Aires, TABLADA"
Tierra del Fuego A. e I.A.S.,ANTARTIDA,5,-54.8065105,-68.3044741,"Tierra del Fuego A. e I.A.S., ANTARTIDA"
Santa Fe,ELISA,5,-30.6951147,-61.0491676,"Santa Fe, ELISA"
Santa Fe,ARMSTRONG,5,-32.7862754,-61.6035897,"Santa Fe, ARMSTRONG"
Provincia de Buenos Aires,MONTE HERMOSO,5,-38.9835481,-61.3049610,"Provincia de Buenos Aires, MONTE HERMOSO"
Mendoza,COQUIMBITO,5,-32.9632892,-68.7551104,"Mendoza, COQUIMBITO"
Provincia de Buenos Aires,SAN MANUEL,5,-37.7873843,-58.8480100,"Provincia de Buenos Aires, SAN MANUEL"
Mendoza,CIUDAD,5,-32.8828225,-68.8481880,"Mendoza, CIUDAD"
San Juan,SANTA LUCIA,5,-31.5379349,-68.4620112,"San Juan, SANTA LUCIA"
La Rioja,CHILECITO,5,-29.1650010,-67.4953596,"La Rioja, CHILECITO"
La Pampa,TOAY,5,-36.6729064,-64.3796744,"La Pampa, TOAY"
San Luis,Capital,5,-24.8452375,-65.5158557,"San Luis, Capital"
Mendoza,EL CHALLAO,5,-32.8587435,-68.9073180,"Mendoza, EL CHALLAO"
Córdoba,LAS VARILLAS,5,-31.8740290,-62.7160986,"Córdoba, LAS VARILLAS"
Misiones,APOSTOLES,5,-27.9139657,-55.7549174,"Misiones, APOSTOLES"
Provincia de Buenos Aires,MATHEU,5,-34.3818222,-58.8250914,"Provincia de Buenos Aires, MATHEU"
Provincia de Buenos Aires,HENDERSON,5,-36.3019540,-61.7139204,"Provincia de Buenos Aires, HENDERSON"
Santa Fe,SAN LORENZO,5,-32.7454865,-60.7430910,"Santa Fe, SAN LORENZO"
Provincia de Buenos Aires,GUILLERMO E HUDSON,5,-38.0058207,-57.5794975,"Provincia de Buenos Aires, GUILLERMO E HUDSON"
Provincia de Buenos Aires,GREGORIO DE LAFERRERE,5,-34.7504785,-58.5846362,"Provincia de Buenos Aires, GREGORIO DE LAFERRERE"
Provincia de Buenos Aires,GREGORIO DE LA FERRERE,5,-34.8288867,-58.5026221,"Provincia de Buenos Aires, GREGORIO DE LA FERRERE"
Santa Fe,SAN GENARO,5,-32.3715833,-61.3600947,"Santa Fe, SAN GENARO"
Provincia de Buenos Aires,ESCOBAR,5,-34.3453213,-58.7950701,"Provincia de Buenos Aires, ESCOBAR"
Provincia de Buenos Aires,VILLA DE MAYO,5,-34.5028796,-58.6801519,"Provincia de Buenos Aires, VILLA DE MAYO"
Córdoba,Cordoba,5,37.8845813,-4.7760138,"Córdoba, Cordoba"
Provincia de Buenos Aires,VILLA LA FLORIDA,5,-34.7692171,-58.2946629,"Provincia de Buenos Aires, VILLA LA FLORIDA"
Santa Fe,PEYRANO,5,-33.5383536,-60.7997448,"Santa Fe, PEYRANO"
Santa Fe,MONTES DE OCA,5,-32.5662610,-61.7683388,"Santa Fe, MONTES DE OCA"
Provincia de Buenos Aires,VILLA MAIPU,5,-34.5683054,-58.5222212,"Provincia de Buenos Aires, VILLA MAIPU"
Corrientes,ITATI,5,-27.2690228,-58.2427660,"Corrientes, ITATI"
Provincia de Buenos Aires,BERNAL OESTE,5,-34.7271670,-58.3150068,"Provincia de Buenos Aires, BERNAL OESTE"
Santa Fe,LAS PAREJAS,5,-32.6818723,-61.5206966,"Santa Fe, LAS PAREJAS"
Provincia de Buenos Aires,LIMA,5,-34.0412001,-59.1945807,"Provincia de Buenos Aires, LIMA"
Córdoba,LA RANCHERITA,5,-31.7559069,-64.4621812,"Córdoba, LA RANCHERITA"
Córdoba,LAS CALLES,5,-31.8238462,-64.9715460,"Córdoba, LAS CALLES"
Córdoba,LAS HIGUERAS,5,-33.0897797,-64.2854491,"Córdoba, LAS HIGUERAS"
Provincia de Buenos Aires,SIERRA DE LA VENTANA,5,-38.1385145,-61.7932352,"Provincia de Buenos Aires, SIERRA DE LA VENTANA"
Provincia de Buenos Aires,WILLIAM MORRIS,5,-34.6841258,-58.6575787,"Provincia de Buenos Aires, WILLIAM MORRIS"
Provincia de Buenos Aires,ACASSUSO,5,-34.4763507,-58.5044291,"Provincia de Buenos Aires, ACASSUSO"
Chubut,RIO MAYO,5,-45.6861412,-70.2563809,"Chubut, RIO MAYO"
Córdoba,MONTE RALO,5,-31.9106418,-64.2399198,"Córdoba, MONTE RALO"
Tucumán,LAS TALITAS,5,-26.7896903,-65.1875076,"Tucumán, LAS TALITAS"
Misiones,PUERTO RICO,5,-26.8167893,-55.0266912,"Misiones, PUERTO RICO"
Entre Ríos,BASAVILBASO,5,-32.3743512,-58.8830126,"Entre Ríos, BASAVILBASO"
San Luis,San Luis,5,-33.3020736,-66.3369577,"San Luis, San Luis"
Córdoba,VILLA ALLENDE,5,-31.2936231,-64.2976203,"Córdoba, VILLA ALLENDE"
Entre Ríos,VILLA LIBERTADOR SAN MARTIN,5,-34.5561382,-58.6028166,"Entre Ríos, VILLA LIBERTADOR SAN MARTIN"
Entre Ríos,URDINARRAIN,5,-32.6910946,-58.8885673,"Entre Ríos, URDINARRAIN"
Córdoba,VILLA NUEVA,5,-32.4355729,-63.2478172,"Córdoba, VILLA NUEVA"
Entre Ríos,Gualeguay,5,-33.1504259,-59.3106789,"Entre Ríos, Gualeguay"
Entre Ríos,SEGUI,5,-33.0054600,-58.5163445,"Entre Ríos, SEGUI"
Neuquén,SAN MARTIN DE LOS AN,4,-40.1568791,-71.3525588,"Neuquén, SAN MARTIN DE LOS AN"
Provincia de Buenos Aires,SANTA MARIA,4,-35.5434601,-58.6676601,"Provincia de Buenos Aires, SANTA MARIA"
Santa Fe,VILLA GOBERNADOR GALVEZ,4,-33.0250796,-60.6337440,"Santa Fe, VILLA GOBERNADOR GALVEZ"
Misiones,ELDORADO,4,-26.4048555,-54.6262079,"Misiones, ELDORADO"
Provincia de Buenos Aires,MAGDALENA,4,-35.0806403,-57.5177485,"Provincia de Buenos Aires, MAGDALENA"
Provincia de Buenos Aires,chivilcoy,4,-34.8969591,-60.0190499,"Provincia de Buenos Aires, chivilcoy"
Catamarca,TINOGASTA,4,-28.0655005,-67.5644496,"Catamarca, TINOGASTA"
Córdoba,MONTE BUEY,4,-32.9196990,-62.4559927,"Córdoba, MONTE BUEY"
Chubut,GAIMAN,4,-43.2915027,-65.4982999,"Chubut, GAIMAN"
Córdoba,MORTEROS,4,-30.7107038,-62.0067058,"Córdoba, MORTEROS"
Provincia de Buenos Aires,QUEQUEN,4,-38.5553375,-58.7162217,"Provincia de Buenos Aires, QUEQUEN"
Entre Ríos,VILLAGUAY,4,-31.8676271,-59.0270174,"Entre Ríos, VILLAGUAY"
Córdoba,NONO,4,-31.7971910,-65.0025173,"Córdoba, NONO"
Provincia de Buenos Aires,ALDO BONZI,4,-34.7071751,-58.5189552,"Provincia de Buenos Aires, ALDO BONZI"
Misiones,BERNARDO DE IRIGOYEN,4,-26.2553959,-53.6467366,"Misiones, BERNARDO DE IRIGOYEN"
Chubut,EL HOYO,4,-42.0651055,-71.5231218,"Chubut, EL HOYO"
Río Negro,SAN CARLOS DE BARILO,4,,,"Río Negro, SAN CARLOS DE BARILO"
Santa Fe,ELORTONDO,4,-33.6990435,-61.6204733,"Santa Fe, ELORTONDO"
Mendoza,VILLA NUEVA DE GUAYM,4,,,"Mendoza, VILLA NUEVA DE GUAYM"
Santa Fe,EL TREBOL,4,-32.1972868,-61.7099311,"Santa Fe, EL TREBOL"
Córdoba,RIO SEGUNDO,4,-31.3948288,-63.0385001,"Córdoba, RIO SEGUNDO"
Mendoza,LUZURIAGA,4,-32.9451847,-68.8033386,"Mendoza, LUZURIAGA"
Córdoba,Rio Cuarto,4,-33.1237585,-64.3489782,"Córdoba, Rio Cuarto"
Chaco,Resistencia,4,-27.6048829,-59.1932003,"Chaco, Resistencia"
Entre Ríos,SAN SALVADOR,4,-31.6247717,-58.5051869,"Entre Ríos, SAN SALVADOR"
Mendoza,EUGENIO BUSTOS,4,-33.7789503,-69.0653961,"Mendoza, EUGENIO BUSTOS"
Chubut,Rawson,4,-43.2995252,-65.1055636,"Chubut, Rawson"
Entre Ríos,FEDERAL,4,-30.9558743,-58.7797943,"Entre Ríos, FEDERAL"
Tucumán,SAN MIGUEL DE TUCUMA,4,-26.8303703,-65.2038133,"Tucumán, SAN MIGUEL DE TUCUMA"
Provincia de Buenos Aires,LOMA HERMOSA,4,-34.5533665,-58.5933495,"Provincia de Buenos Aires, LOMA HERMOSA"
Provincia de Buenos Aires,HERNANDEZ,4,-38.8095348,-62.1001724,"Provincia de Buenos Aires, HERNANDEZ"
Provincia de Buenos Aires,TRONCOS DEL TALAR,4,-34.4548461,-58.6135255,"Provincia de Buenos Aires, TRONCOS DEL TALAR"
Provincia de Buenos Aires,GONNET,4,-34.8811236,-58.0117828,"Provincia de Buenos Aires, GONNET"
Córdoba,ARROYO DE LOS PATOS,4,-31.7694894,-65.0009267,"Córdoba, ARROYO DE LOS PATOS"
Santa Cruz,Perito Moreno,4,-46.5915874,-70.9255250,"Santa Cruz, Perito Moreno"
Corrientes,RIACHUELO,4,-27.5826061,-58.7454717,"Corrientes, RIACHUELO"
Santa Fe,SAN JAVIER,4,-30.5815988,-59.9280841,"Santa Fe, SAN JAVIER"
Provincia de Buenos Aires,VEDIA,4,-34.4888613,-61.5384391,"Provincia de Buenos Aires, VEDIA"
Córdoba,BIALET MASSE,4,-31.3139087,-64.4638871,"Córdoba, BIALET MASSE"
Santa Fe,Roldan,4,-32.9001395,-60.9063984,"Santa Fe, Roldan"
Provincia de Buenos Aires,ESTEBAN ECHEVERRIA,4,-35.5881344,-57.9859004,"Provincia de Buenos Aires, ESTEBAN ECHEVERRIA"
Córdoba,COLONIA ITALIANA,4,-33.3117012,-62.1780805,"Córdoba, COLONIA ITALIANA"
Provincia de Buenos Aires,RAUCH,4,-36.7744093,-59.0882855,"Provincia de Buenos Aires, RAUCH"
Provincia de Buenos Aires,DOCK SUD,4,-34.6522029,-58.3470596,"Provincia de Buenos Aires, DOCK SUD"
Provincia de Buenos Aires,VILLA ESPAÑA,4,-34.7743802,-58.1950207,"Provincia de Buenos Aires, VILLA ESPAÑA"
Entre Ríos,CASEROS,4,-32.4721203,-58.4798845,"Entre Ríos, CASEROS"
Provincia de Buenos Aires,CORONEL BRANDSEN,4,-35.1679696,-58.2319674,"Provincia de Buenos Aires, CORONEL BRANDSEN"
Santa Fe,PIAMONTE,4,-32.1439613,-61.9805150,"Santa Fe, PIAMONTE"
Córdoba,DEAN FUNES,4,-30.4249487,-64.3527199,"Córdoba, DEAN FUNES"
Provincia de Buenos Aires,CIUDAD JARDIN DEL PALOMAR,4,-34.5992075,-58.5857107,"Provincia de Buenos Aires, CIUDAD JARDIN DEL PALOMAR"
Santa Fe,PEREZ,4,-32.9982237,-60.7708529,"Santa Fe, PEREZ"
Provincia de Buenos Aires,VILLA RAFFO,4,-34.6087532,-58.5306969,"Provincia de Buenos Aires, VILLA RAFFO"
Córdoba,HUERTA GRANDE,4,-31.0751610,-64.4898979,"Córdoba, HUERTA GRANDE"
Provincia de Buenos Aires,VILLA SANTOS TESEI,4,,,"Provincia de Buenos Aires, VILLA SANTOS TESEI"
Santa Fe,LAS ROSAS,4,-32.4756443,-61.5761736,"Santa Fe, LAS ROSAS"
Provincia de Buenos Aires,BOSQUES,4,-34.8195180,-58.2301025,"Provincia de Buenos Aires, BOSQUES"
Santa Fe,TORTUGAS,4,-32.7464842,-61.8182922,"Santa Fe, TORTUGAS"
Mendoza,DORREGO,4,-32.9089660,-68.8293365,"Mendoza, DORREGO"
Provincia de Buenos Aires,chasico,4,-38.3380028,-62.6447139,"Provincia de Buenos Aires, chasico"
San Juan,VILLA KRAUSE,4,-31.5818952,-68.5422067,"San Juan, VILLA KRAUSE"
Chaco,BARRANQUERAS,4,-27.4773912,-58.9084561,"Chaco, BARRANQUERAS"
La Rioja,CHAMICAL,4,-30.3594640,-66.3128166,"La Rioja, CHAMICAL"
Provincia de Buenos Aires,PARADA ROBLES,4,-34.3740382,-59.1237657,"Provincia de Buenos Aires, PARADA ROBLES"
Provincia de Buenos Aires,PONTEVEDRA,4,-34.7497921,-58.7017773,"Provincia de Buenos Aires, PONTEVEDRA"
Provincia de Buenos Aires,SAN JOSE,4,-34.7540252,-58.3540105,"Provincia de Buenos Aires, SAN JOSE"
San Juan,albardon,4,-31.2175835,-68.4370241,"San Juan, albardon"
